id,title,title_source,start,end,title_uri,ccodes,variants,types,aat_types,matches,lon,lat,geowkt,geo_source,geo_id,description,parent_name,parent_id
3730,Isaszeg,Historical Conflict Event Dataset,1849,,,HU,,battlefield,300000835,,19.3977809,47.5353306,,,,Hungarian Revolutionary Wars,,
3731,Isfahan,Historical Conflict Event Dataset,1050,1051,,IR,,battlefield,300000835,,51.6679826,32.6546275,,,,Seljuk Wars of Expansion,,
3732,Isfahan,Historical Conflict Event Dataset,1387,,,IR,,battlefield,300000835,,51.6679826,32.6546275,,,,Conquests of Tamerlane,,
3733,Isfahan,Historical Conflict Event Dataset,1722,,,IR,,battlefield,300000835,,51.6679826,32.6546275,,,,Persian-Afghan Wars,,
3734,Isfahan,Historical Conflict Event Dataset,1725,,,IR,,battlefield,300000835,,51.6679826,32.6546275,,,,Turkish-Persian War,,
3735,Ishibashiyama,Historical Conflict Event Dataset,1180,,,JP,,battlefield,300000835,,139.1019932,35.2169407,,,,Gempei War,,
3736,Ishiyama Honganji,Historical Conflict Event Dataset,1570,,,JP,,battlefield,300000835,,135.5237668,34.6873377,,,,Japan's Era of the Warring States,,
3737,Island Number Ten,Historical Conflict Event Dataset,1862,,,US,,battlefield,300000835,,-89.4866079,36.4756349,,,,American Civil War,,
3738,Isly,Historical Conflict Event Dataset,1844,,,MA,,battlefield,300000835,,-5.563649,32.212221,,,,French Conquest of Algeria,,
3739,Isola del Giglio,Historical Conflict Event Dataset,1646,,,IT,,battlefield,300000835,,10.8630643,42.3532451,,,,Thirty Years War,,
3740,Isonzo,Historical Conflict Event Dataset,1915,,,SI,,battlefield,300000835,,13.3551733,46.166995,,,,World War I,,
3741,Isonzond,Historical Conflict Event Dataset,1915,,,SI,,battlefield,300000835,,13.3551733,46.166995,,,,World War One,,
3742,Isonzord,Historical Conflict Event Dataset,1915,,,SI,,battlefield,300000835,,13.3551733,46.166995,,,,World War One,,
3743,Isonzoth,Historical Conflict Event Dataset,1915,,,SI,,battlefield,300000835,,13.3551733,46.166995,,,,World War One,,
3744,Isonzo (st),Historical Conflict Event Dataset,1916,,,SI,,battlefield,300000835,,13.3551733,46.166995,,,,World War I,,
3745,Isonzo (nd),Historical Conflict Event Dataset,1916,,,SI,,battlefield,300000835,,13.3551733,46.166995,,,,World War I,,
3746,Isonzo (st),Historical Conflict Event Dataset,1917,,,SI,,battlefield,300000835,,13.3551733,46.166995,,,,World War I,,
3747,Isonzo (nd),Historical Conflict Event Dataset,1917,,,SI,,battlefield,300000835,,13.3551733,46.166995,,,,World War I,,
3748,Issus,Historical Conflict Event Dataset,-0333,,,TR,,battlefield,300000835,,35.9536786,36.4715831,,,,Conquests of Alexander the Great,,
3749,Issus,Historical Conflict Event Dataset,0194,,,TR,,battlefield,300000835,,34.794444,37.327778,,,,Wars of the Emperor Severus,,
3750,Istabulat,Historical Conflict Event Dataset,1917,,,IQ,,battlefield,300000835,,43.9811443,34.033333,,,,World War I,,
3751,Itabitsu,Historical Conflict Event Dataset,0740,,,JP,,battlefield,300000835,,130.8023735,33.8676511,,,,Hirotsuke's Rebellion,,
3752,Itagui,Historical Conflict Event Dataset,1841,,,CO,,battlefield,300000835,,-75.6146712,6.1675682,,,,Colombian War of the Supreme Commanders,,
3753,Italica,Historical Conflict Event Dataset,-0075,,,IT,,battlefield,300000835,,-6.0473849,37.4454204,,,,Sertorian War,,
3754,Itamaraca,Historical Conflict Event Dataset,1640,,,BR,,battlefield,300000835,,-34.8306327,-7.7480776,,,,Dutch-Portuguese Colonial Wars,,
3755,Ita Ybate,Historical Conflict Event Dataset,1868,,,PY,,battlefield,300000835,,-57.3666027,-25.501405,,,,War of the Triple Alliance,,
3756,Ituzaingo,Historical Conflict Event Dataset,1827,,,AR,,battlefield,300000835,,-58.7170036,-25.6125362,,,,Argentine-Brazilian War,,
3757,Iuka,Historical Conflict Event Dataset,1862,,,US,,battlefield,300000835,,-88.1900415,34.8117565,,,,American Civil War,,
3758,Ivangorod,Historical Conflict Event Dataset,1914,,,RU,,battlefield,300000835,,21.8390635,51.5672581,,,,World War I,,
3759,Ivanovatz,Historical Conflict Event Dataset,1805,,,RS,,battlefield,300000835,,21.4156793,43.9764301,,,,1st Serbian Rising,,
3760,Ivrea,Historical Conflict Event Dataset,1800,,,IT,,battlefield,300000835,,7.9038647,45.4502845,,,,French Revolutionary Wars (2nd Coalition),,
3761,Ivry,Historical Conflict Event Dataset,1590,,,FR,,battlefield,300000835,,1.4291737,48.8846715,,,,9th French War of Religion,,
3762,Ivuna,Historical Conflict Event Dataset,1888,,,ZA,,battlefield,300000835,,31.5550583,-28.079036,,,,Zulu Rebellion,,
3763,Ivy Mountain,Historical Conflict Event Dataset,1861,,,US,,battlefield,300000835,,-82.673545,37.5936429,,,,American Civil War,,
3764,Iwo Jima,Historical Conflict Event Dataset,1945,,,US,,battlefield,300000835,,141.2809729,24.7789903,,,,World War II,,
3765,Izmail,Historical Conflict Event Dataset,1790,,,UA,,battlefield,300000835,,28.8501919,45.3501944,,,,Catherine the Great's 2nd Turkish War,,
3766,Izucar de Matamoros,Historical Conflict Event Dataset,1847,,,MX,,battlefield,300000835,,-98.4677851,18.5991249,,,,American-Mexican War,,
3767,Jabani,Historical Conflict Event Dataset,1500,,,AZ,,battlefield,300000835,,48.5963012,40.6400171,,,,Persian-Turcoman Wars,,
3768,"Jackson, Mississippi",Historical Conflict Event Dataset,1863,,,US,,battlefield,300000835,,-90.333873,32.310251,,,,American Civil War,,
3769,"Jackson, Tennessee",Historical Conflict Event Dataset,1862,,,US,,battlefield,300000835,,-88.7681551,35.629381,,,,American Civil War,,
3770,Jacobovo,Historical Conflict Event Dataset,1812,,,BY,,battlefield,300000835,,28.8509048,55.5394782,,,,Napoleonic Wars (Russian Campaign),,
3771,Jaen,Historical Conflict Event Dataset,1810,,,ES,,battlefield,300000835,,-3.7849057,37.7795941,,,,Napoleonic Wars (Peninsula Campaign),,
3772,Jaffa,Historical Conflict Event Dataset,1772,1773,,IL,,battlefield,300000835,,34.758355,32.049357,,,,Mamluk-Ottoman Wars,,
3773,Jaffa,Historical Conflict Event Dataset,1775,,,IL,,battlefield,300000835,,34.758355,32.049357,,,,Mamluk Wars,,
3774,Jaffa,Historical Conflict Event Dataset,1799,,,IL,,battlefield,300000835,,34.7397479,32.0426229,,,,French Revolutionary Wars (Middle East),,
3775,Jaffa,Historical Conflict Event Dataset,1949,,,IL,,battlefield,300000835,,34.758355,32.049357,,,,Israeli War of Independence,,
3776,Jaffna,Historical Conflict Event Dataset,1619,,,LK,,battlefield,300000835,,80.0255465,9.6614981,,,,Later Portuguese Colonial Wars,,
3777,Jagaraga,Historical Conflict Event Dataset,1848,,,ID,,battlefield,300000835,,115.1563072,-8.1073983,,,,Dutch Conquest of Bali,,
3778,Jagaraga,Historical Conflict Event Dataset,1849,,,ID,,battlefield,300000835,,115.1563072,-8.1073983,,,,Dutch Conquest of Bali,,
3779,Jagdalak (st),Historical Conflict Event Dataset,1842,,,AF,,battlefield,300000835,,69.7576683,34.428287,,,,1st British-Afghan War,,
3780,Jagdalak (nd),Historical Conflict Event Dataset,1842,,,AF,,battlefield,300000835,,69.7576683,34.428287,,,,1st British-Afghan War,,
3781,Jagdispur,Historical Conflict Event Dataset,1857,,,IN,,battlefield,300000835,,84.4225186,25.468313,,,,Indian Mutiny,,
3782,Jagdispur (st),Historical Conflict Event Dataset,1858,,,IN,,battlefield,300000835,,84.4225186,25.468313,,,,Indian Mutiny,,
3783,Jagdispur (nd),Historical Conflict Event Dataset,1858,,,IN,,battlefield,300000835,,84.4225186,25.468313,,,,Indian Mutiny,,
3784,Jahrah,Historical Conflict Event Dataset,1920,,,KW,,battlefield,300000835,,47.6755291,29.3365728,,,,Saudi-Kuwait War,,
3785,Jaitak,Historical Conflict Event Dataset,1814,1815,,IN,,battlefield,300000835,,77.3309183,30.5932461,,,,British Gurkha Wars,,
3786,Jaitpur,Historical Conflict Event Dataset,1729,,,IN,,battlefield,300000835,,77.9524304,25.6226377,,,,Later Mughal-Maratha Wars,,
3787,Jajau,Historical Conflict Event Dataset,1707,,,IN,,battlefield,300000835,,77.9410251,26.9431796,,,,Mughal Wars of Succession,,
3788,Jajce,Historical Conflict Event Dataset,1464,,,BA,,battlefield,300000835,,17.2712934,44.3398061,,,,Turkish-Hungarian Wars,,
3789,Jajce,Historical Conflict Event Dataset,1992,,,BA,,battlefield,300000835,,17.2712934,44.3398061,,,,Bosnian War,,
3790,Jakarta,Historical Conflict Event Dataset,1619,,,ID,,battlefield,300000835,,106.8650395,-6.17511,,,,Early Dutch Wars in the East Indies,,
3791,Jalalabad,Historical Conflict Event Dataset,1710,,,AF,,battlefield,300000835,,70.4729434,34.4198488,,,,Mughal-Sikh Wars,,
3792,Jalalabad,Historical Conflict Event Dataset,1841,1842,,AF,,battlefield,300000835,,70.4729434,34.4198488,,,,1st British-Afghan War,,
3793,Jalalabad,Historical Conflict Event Dataset,1989,,,AF,,battlefield,300000835,,70.4729434,34.4198488,,,,Afghan Civil War,,
3794,Jalandhar,Historical Conflict Event Dataset,1298,,,IN,,battlefield,300000835,,75.5761829,31.3260152,,,,Mongol Invasions of India,,
3795,Jalula,Historical Conflict Event Dataset,0637,,,IQ,,battlefield,300000835,,45.1658261,34.2737043,,,,Muslim Conquest of Iraq,,
3796,Jamaica,Historical Conflict Event Dataset,1655,,,JM,,battlefield,300000835,,-77.02034,18.4112201,,,,Anglo-Spanish War,,
3797,Jamestown,Historical Conflict Event Dataset,1622,,,US,,battlefield,300000835,,-76.777398,37.2116383,,,,Powhatan Indian Wars,,
3798,Jamestown,Historical Conflict Event Dataset,1676,,,US,,battlefield,300000835,,-76.7752102,37.2116383,,,,Bacon's Rebellion,,
3799,Jamestown Ford,Historical Conflict Event Dataset,1781,,,US,,battlefield,300000835,,-76.7752102,37.2116383,,,,War of the American Revolution,,
3800,Jamkhed,Historical Conflict Event Dataset,1560,,,IN,,battlefield,300000835,,75.312064,18.7380109,,,,Wars of the Deccan Sultanates,,
3801,Jammu,Historical Conflict Event Dataset,1712,,,IN,,battlefield,300000835,,74.8570259,32.7266016,,,,Mughal-Sikh Wars,,
3802,Jamrud,Historical Conflict Event Dataset,1738,,,PK,,battlefield,300000835,,71.3854062,34.0015056,,,,Persian Invasion of India,,
3803,Jamrud,Historical Conflict Event Dataset,1837,,,PK,,battlefield,300000835,,71.3766514,34.0015053,,,,Afghan-Sikh Wars,,
3804,Jand,Historical Conflict Event Dataset,1218,,,PK,,battlefield,300000835,,71.9994067,33.3958462,,,,Conquests of Genghis Khan,,
3805,Jankau,Historical Conflict Event Dataset,1645,,,CZ,,battlefield,300000835,,14.7307468,49.6529389,,,,Thirty Years War,,
3806,Jannina,Historical Conflict Event Dataset,1912,,,GR,,battlefield,300000835,,20.8076084,39.7706318,,,,1st Balkan War,,
3807,Jannitsa,Historical Conflict Event Dataset,1912,1913,,GR,,battlefield,300000835,,22.4144481,40.7943587,,,,1st Balkan War,,
3808,Janos Massacre,Historical Conflict Event Dataset,1851,,,MX,,battlefield,300000835,,-108.208458,30.8898311,,,,Apache Indian Wars,,
3809,Janowiec,Historical Conflict Event Dataset,1606,,,PL,,battlefield,300000835,,21.890312,51.3235143,,,,Zebrzydowski's Rebellion,,
3810,Jaomodo,Historical Conflict Event Dataset,1696,,,MN,,battlefield,300000835,,106.8898865,47.7039271,,,,Chinese-Mongol Wars,,
3811,Jarama,Historical Conflict Event Dataset,1937,,,ES,,battlefield,300000835,,-4.0207825,40.5751927,,,,Spanish Civil War,,
3812,Jarbuiyah,Historical Conflict Event Dataset,1920,,,IQ,,battlefield,300000835,,44.3040368,32.5486614,,,,Iraqi Revolt,,
3813,Jargeau,Historical Conflict Event Dataset,1429,,,FR,,battlefield,300000835,,2.122264,47.866604,,,,Hundred Years War,,
3814,Jarnac,Historical Conflict Event Dataset,1569,,,FR,,battlefield,300000835,,-0.1739169,45.681389,,,,3rd French War of Religion,,
3815,Jasini,Historical Conflict Event Dataset,1915,,,TZ,,battlefield,300000835,,39.1912713,-4.669553,,,,World War I,,
3816,Jask,Historical Conflict Event Dataset,1620,,,,,battlefield,300000835,,57.7379583,25.5987948,,,,Anglo-Portuguese Colonial Wars,,
3817,Jasmund,Historical Conflict Event Dataset,1676,,,DE,,battlefield,300000835,,13.8095563,54.5530011,,,,Scania War,,
3818,Jasna Gora,Historical Conflict Event Dataset,1655,,,PL,,battlefield,300000835,,19.0948171,50.8125957,,,,1st Northern War,,
3819,Jassy,Historical Conflict Event Dataset,1620,,,RO,,battlefield,300000835,,27.6014418,47.1584549,,,,Polish-Turkish Wars,,
3820,JassyKishinev,Historical Conflict Event Dataset,1944,,,MD,,battlefield,300000835,,27.5169306,47.156116,,,,World War II,,
3821,Jativa,Historical Conflict Event Dataset,1707,,,ES,,battlefield,300000835,,-0.5235474,38.9899566,,,,War of the Spanish Succession,,
3822,Jaunpur,Historical Conflict Event Dataset,1858,,,IN,,battlefield,300000835,,82.6987002,25.7490034,,,,Indian Mutiny,,
3823,Java,Historical Conflict Event Dataset,1811,,,ID,,battlefield,300000835,,106.9047309,-6.1274945,,,,Napoleonic Wars (3rd Coalition),,
3824,Java Sea,Historical Conflict Event Dataset,1941,1942,,,,battlefield,300000835,,112.6092333,-5.6158077,,,,World War II,,
3825,Jawra Alipur,Historical Conflict Event Dataset,1858,,,IN,,battlefield,300000835,,78.0839204,26.2402875,,,,Indian Mutiny,,
3826,Jaxartes,Historical Conflict Event Dataset,-0329,,,TJ,,battlefield,300000835,,61.791974,43.0947314,,,,Conquests of Alexander the Great,,
3827,Jazmin,Historical Conflict Event Dataset,1876,,,MX,,battlefield,300000835,,-103.048477,19.0216865,,,,Diaz Revolt in Mexico,,
3828,Jebel Akhdar,Historical Conflict Event Dataset,1958,,,OM,,battlefield,300000835,,57.3626331,23.1856272,,,,Imam Revolt,,
3829,Jebel Akhdar,Historical Conflict Event Dataset,1971,,,OM,,battlefield,300000835,,57.3626331,23.1856272,,,,Dhofar War,,
3830,Jebel Libni,Historical Conflict Event Dataset,1967,,,EG,,battlefield,300000835,,33.8275214,30.7525835,,,,Arab-Israeli Six Day War,,
3831,Jeddah,Historical Conflict Event Dataset,1813,,,SA,,battlefield,300000835,,39.1925048,21.485811,,,,Ottoman Saudi War 1811,,
3832,Jeddah,Historical Conflict Event Dataset,1916,,,SA,,battlefield,300000835,,39.1925048,21.485811,,,,World War I,,
3833,Jekabpils,Historical Conflict Event Dataset,1704,,,LV,,battlefield,300000835,,25.8433399,56.5005471,,,,2nd Great Northern War,,
3834,JelepLa,Historical Conflict Event Dataset,1888,,,IN,,battlefield,300000835,,88.8412452,27.366685,,,,Sikkim War,,
3835,Jemappes,Historical Conflict Event Dataset,1792,,,BE,,battlefield,300000835,,3.8990501,50.4479352,,,,French Revolutionary Wars (1st Coalition),,
3836,Jemez,Historical Conflict Event Dataset,1694,,,US,,battlefield,300000835,,-106.7555851,35.6063981,,,,Pueblo Rising,,
3837,Jemmingen,Historical Conflict Event Dataset,1568,,,DE,,battlefield,300000835,,7.3849319,53.2682267,,,,Netherlands War of Independence,,
3838,Jena,Historical Conflict Event Dataset,1806,,,DE,,battlefield,300000835,,11.5892372,50.927054,,,,Napoleonic Wars (4th Coalition),,
3839,Jenar,Historical Conflict Event Dataset,1751,,,ID,,battlefield,300000835,,111.1235382,-7.2932297,,,,Later Dutch Wars in the East Indies,,
3840,Jenin,Historical Conflict Event Dataset,1948,,,PS,,battlefield,300000835,,35.2938591,32.4646353,,,,Israeli War of Independence,,
3841,Jenin,Historical Conflict Event Dataset,1967,,,PS,,battlefield,300000835,,35.2938591,32.4646353,,,,Arab-Israeli Six Day War,,
3842,Jenipapo,Historical Conflict Event Dataset,1823,,,BR,,battlefield,300000835,,-37.5130905,-10.8827745,,,,Brazilian War of Independence,,
3843,Jenkins Ferry,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-92.5499396,34.2122253,,,,American Civil War,,
3844,Jericho,Historical Conflict Event Dataset,1918,,,PS,,battlefield,300000835,,35.4617583,31.8611058,,,,World War I,,
3845,Jersey,Historical Conflict Event Dataset,1781,,,GB,,battlefield,300000835,,-2.1226525,49.1811247,,,,War of the American Revolution,,
3846,Jerseyfield,Historical Conflict Event Dataset,1781,,,US,,battlefield,300000835,,-74.7795814,43.2852694,,,,War of the American Revolution,,
3847,Jerusalem,Historical Conflict Event Dataset,-0597,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,Babylon's Wars of Conquest,,
3848,Jerusalem,Historical Conflict Event Dataset,-0587,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,Babylon's Wars of Conquests,,
3849,Jerusalem,Historical Conflict Event Dataset,0070,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,Jewish Rising against Rome,,
3850,Jerusalem,Historical Conflict Event Dataset,0614,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,Byzantine-Persian Wars,,
3851,Jerusalem,Historical Conflict Event Dataset,0638,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,Muslim Conquest of Syria,,
3852,Jerusalem,Historical Conflict Event Dataset,1098,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,1st Crusade,,
3853,Jerusalem,Historical Conflict Event Dataset,1099,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,1st Crusade,,
3854,Jerusalem,Historical Conflict Event Dataset,1187,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,3rd Crusade,,
3855,Jerusalem,Historical Conflict Event Dataset,1244,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,Later Crusader-Muslim Wars,,
3856,Jerusalem,Historical Conflict Event Dataset,1917,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,World War I,,
3857,Jerusalem (st),Historical Conflict Event Dataset,1948,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,Israeli War of Independence,,
3858,Jerusalem (nd),Historical Conflict Event Dataset,1948,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,Israeli War of Independence,,
3859,Jerusalem,Historical Conflict Event Dataset,1967,,,IL,,battlefield,300000835,,35.21371,31.768319,,,,Arab-Israeli Six Day War,,
3860,Jerusalem Plank Road,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-77.2229197,36.9769053,,,,American Civil War,,
3861,Jhansi,Historical Conflict Event Dataset,1858,,,IN,,battlefield,300000835,,78.5727662,25.4411366,,,,Indian Mutiny,,
3862,Jiangkou,Historical Conflict Event Dataset,1851,,,CN,,battlefield,300000835,,108.839557,27.69965,,,,Taiping Rebellion,,
3863,Jiangling,Historical Conflict Event Dataset,1236,,,CN,,battlefield,300000835,,112.424664,30.041822,,,,Mongol Conquest of China,,
3864,Jiangsu,Historical Conflict Event Dataset,1946,,,CN,,battlefield,300000835,,117.9104227,40.9867807,,,,3rd Chinese Revolutionary War,,
3865,Jiankang,Historical Conflict Event Dataset,0548,0549,,CN,,battlefield,300000835,,118.7771552,32.0241174,,,,Wars of the Six Dynasties,,
3866,Jiankang,Historical Conflict Event Dataset,0589,,,CN,,battlefield,300000835,,103.769682,36.068061,,,,Wars of the Six Dynasties,,
3867,Jicaral,Historical Conflict Event Dataset,1839,,,CR,,battlefield,300000835,,-85.1220031,9.961335,,,,Central American National Wars,,
3868,Jidballi,Historical Conflict Event Dataset,1904,,,SO,,battlefield,300000835,,47.147778,8.984444,,,,Wars of the Mad Mullah,,
3869,Jieqiao,Historical Conflict Event Dataset,0191,,,CN,,battlefield,300000835,,114.4731854,36.6137618,,,,Wars of the Three Kingdoms,,
3870,Jijelli,Historical Conflict Event Dataset,1664,,,DZ,,battlefield,300000835,,5.7490933,36.8167387,,,,North African War of Louis XIV,,
3871,Jijiga,Historical Conflict Event Dataset,1977,,,ET,,battlefield,300000835,,42.7955185,9.3567838,,,,Ogaden War,,
3872,Jijiga,Historical Conflict Event Dataset,1978,,,ET,,battlefield,300000835,,42.7955185,9.3567838,,,,Ogaden War,,
3873,Jilin,Historical Conflict Event Dataset,1900,,,CN,,battlefield,300000835,,126.4371385,43.1520105,,,,Russo-Chinese War,,
3874,Jiliste,Historical Conflict Event Dataset,1574,,,RO,,battlefield,300000835,,27.238409,45.5997509,,,,Moldavian Revolution,,
3875,Jiluo Mountain,Historical Conflict Event Dataset,0090,,,CN,,battlefield,300000835,,105.7270595,47.5394261,,,,Wars of the Later Han,,
3876,Jimenez,Historical Conflict Event Dataset,1929,,,MX,,battlefield,300000835,,-104.9319567,27.1314626,,,,Escobar Rebellion,,
3877,Jimo,Historical Conflict Event Dataset,-0279,,,CN,,battlefield,300000835,,120.44716,36.389401,,,,China's Era of the Warring States,,
3878,Jinan,Historical Conflict Event Dataset,1928,,,CN,,battlefield,300000835,,117.120095,36.6512,,,,2nd Chinese Revolutionary Civil War,,
3879,Jinan,Historical Conflict Event Dataset,1948,,,CN,,battlefield,300000835,,117.120095,36.6512,,,,3rd Chinese Revolutionary Civil War,,
3880,Jing Luzhen,Historical Conflict Event Dataset,1410,,,CN,,battlefield,300000835,,123.445696,44.5454891,,,,Ming Imperial Wars,,
3881,Jingxing,Historical Conflict Event Dataset,-0205,,,CN,,battlefield,300000835,,114.14524,38.032148,,,,Chu-Han War,,
3882,Jintian,Historical Conflict Event Dataset,1851,,,CN,,battlefield,300000835,,110.08531,23.588928,,,,Taiping Rebellion,,
3883,Jinzhou,Historical Conflict Event Dataset,1948,,,CN,,battlefield,300000835,,121.1268459,41.095685,,,,3rd Chinese Revolutionary Civil Wars,,
3884,Jirab,Historical Conflict Event Dataset,1915,,,SA,,battlefield,300000835,,44.9930054,26.7657745,,,,Saudi-Rashidi Wars,,
3885,Jiran,Historical Conflict Event Dataset,1857,,,IN,,battlefield,300000835,,74.903339,24.3008923,,,,Indian Mutiny,,
3886,Jisr Benat Yakub,Historical Conflict Event Dataset,1918,,,IL,,battlefield,300000835,,34.911569,32.536262,,,,World War I,,
3887,Jitgargh,Historical Conflict Event Dataset,1815,,,NP,,battlefield,300000835,,83.4572168,27.7032998,,,,British-Gurkha Wars,,
3888,Jitra,Historical Conflict Event Dataset,1941,,,MY,,battlefield,300000835,,100.420232,6.264421,,,,World War II,,
3889,Jiuliancheng,Historical Conflict Event Dataset,1894,,,CN,,battlefield,300000835,,114.972233,41.589445,,,,Sino Japanese War,,
3890,Jiujiang,Historical Conflict Event Dataset,1855,,,CN,,battlefield,300000835,,116.00193,29.705077,,,,Taiping Rebellion,,
3891,Jobito,Historical Conflict Event Dataset,1895,,,CU,,battlefield,300000835,,-75.8346466,20.028451,,,,2nd Cuban War of Independence,,
3892,Jodoigne,Historical Conflict Event Dataset,1568,,,BE,,battlefield,300000835,,4.87115,50.72336,,,,Netherlands War of Independence,,
3893,Jogjakarta,Historical Conflict Event Dataset,1812,,,ID,,battlefield,300000835,,110.3694896,-7.7955798,,,,Napoleonic Wars (3rd Coalition),,
3894,Jogjakarta,Historical Conflict Event Dataset,1948,,,ID,,battlefield,300000835,,110.3694896,-7.7955798,,,,Indonesian War of Independence,,
3895,Johnsonville,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-88.0011855,36.0160867,,,,American Civil War,,
3896,Johnstown,Historical Conflict Event Dataset,1781,,,US,,battlefield,300000835,,-74.4163084,43.0100241,,,,War of the American Revolution,,
3897,Jonesborough,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-84.2478386,33.3692136,,,,American Civil War,,
3898,Jones Creek,Historical Conflict Event Dataset,1824,,,US,,battlefield,300000835,,-95.5044679,28.9784106,,,,Karankawa Indian War,,
3899,Joppa,Historical Conflict Event Dataset,1102,,,IL,,battlefield,300000835,,34.758355,32.049357,,,,Crusader-Muslim Wars,,
3900,Joppa,Historical Conflict Event Dataset,1192,,,IL,,battlefield,300000835,,34.758355,32.049357,,,,3rd Crusade,,
3901,Joppa,Historical Conflict Event Dataset,1198,,,IL,,battlefield,300000835,,34.758355,32.049357,,,,4th Crusade,,
3902,Jotapata,Historical Conflict Event Dataset,0067,,,IL,,battlefield,300000835,,35.271481,32.836596,,,,Jewish Rising against Rome,,
3903,Jujuy,Historical Conflict Event Dataset,1821,,,AR,,battlefield,300000835,,-65.302177,-24.1843397,,,,Argentine War of Independence,,
3904,Julesburg,Historical Conflict Event Dataset,1865,,,US,,battlefield,300000835,,-102.2643519,40.9883258,,,,Cheyenne-Arapaho Wars,,
3905,Julu,Historical Conflict Event Dataset,-0207,,,CN,,battlefield,300000835,,115.037477,37.221112,,,,Fall of the Qin Dynasty,,
3906,Juncal,Historical Conflict Event Dataset,1827,,,AR,,battlefield,300000835,,-58.1693407,-34.2272265,,,,Argentine-Brazilian War,,
3907,Jungfernhof,Historical Conflict Event Dataset,1700,,,LT,,battlefield,300000835,,24.5988983,57.480029,,,,2nd Great Northern War,,
3908,Junin,Historical Conflict Event Dataset,1824,,,PE,,battlefield,300000835,,-75.9926306,-11.1581925,,,,Peruvian War of Independence,,
3909,Jupiter Inlet,Historical Conflict Event Dataset,1838,,,US,,battlefield,300000835,,-80.0811147,26.9443326,,,,2nd Seminole Indian Wars,,
3910,Jutas,Historical Conflict Event Dataset,1808,,,FI,,battlefield,300000835,,22.5146872,63.4965485,,,,Napoleonic Wars (Russo-Swedish War),,
3911,Juterbog,Historical Conflict Event Dataset,1644,,,DE,,battlefield,300000835,,13.0756312,51.9964734,,,,Thirty Years War,,
3912,Juthas,Historical Conflict Event Dataset,1808,,,FI,,battlefield,300000835,,22.5146872,63.4965581,,,,Napoleonic Wars (Russo-Swedish War),,
3913,Jutiapa,Historical Conflict Event Dataset,1844,,,GT,,battlefield,300000835,,-89.9253233,14.1930802,,,,Central American National War,,
3914,Jutland,Historical Conflict Event Dataset,1916,,,DK,,battlefield,300000835,,5.1680763,56.8381229,,,,World War I,,
3915,Kabul,Historical Conflict Event Dataset,1504,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Mughal Dynastic War,,
3916,Kabul,Historical Conflict Event Dataset,1546,1549,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Mughal Wars of Succession,,
3917,Kabul,Historical Conflict Event Dataset,1738,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Persian-Afghan War,,
3918,Kabul,Historical Conflict Event Dataset,1800,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Afghan Wars of Succession,,
3919,Kabul,Historical Conflict Event Dataset,1818,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Afghan Wars of Succession,,
3920,Kabul,Historical Conflict Event Dataset,1842,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,1st British-Afghan War,,
3921,Kabul,Historical Conflict Event Dataset,1841,1842,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,1st British-Afghan War,,
3922,Kabul,Historical Conflict Event Dataset,1866,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Later Afghan War of Succession,,
3923,Kabul,Historical Conflict Event Dataset,1879,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,2nd British-Afghan War,,
3924,Kabul,Historical Conflict Event Dataset,1929,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Afghan Reformist War,,
3925,Kabul,Historical Conflict Event Dataset,1978,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Afghan Civil War,,
3926,Kabul,Historical Conflict Event Dataset,1979,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Afghan Civil War,,
3927,Kabul,Historical Conflict Event Dataset,1992,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Afghan Civil War,,
3928,Kabul,Historical Conflict Event Dataset,1996,,,AF,,battlefield,300000835,,69.207486,34.5553494,,,,Afghan Civil War,,
